"Energiedragers","Perioden","Totaal aanbod","Winning","Invoer","Uitvoer","Invoersaldo","Bunkering","Energieaanbod/Voorraadmutatie (PJ)","Statistische verschillen (PJ)","Totaal energieverbruik","Energieomzetting/Inzet energie voor omzetting/Totaal inzet (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet andere omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Totaal productie (PJ)","Energieomzetting/Productie energie uit omzetting/Productie elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Productie andere omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Totaal saldo energieomzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo andere omzetting (PJ)","Eigen verbruik energiesector/Totaal (PJ)","Eigen verbruik energiesector/Olie- en gaswinning (PJ)","Eigen verbruik energiesector/Cokesfabrieken (PJ)","Eigen verbruik energiesector/Raffinaderijen (PJ)","Eigen verbruik energiesector/Totaal energiebedrijven (PJ)","Verliezen bij distributie (PJ)","Finaal verbruik/Totaal finaal verbruik (PJ)","Finaal verbruik/Finaal energieverbruik/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/IJzer- en staalindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Chemie en farmaceutische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Non-ferrometalenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwmaterialenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Transportmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Metaalproducten en machine-industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Delfstoffenwinning (geen olie en gas) (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Voedings- en genotmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Papier- en grafische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Houtindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwnijverheid (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Textiel-, kleding- en lederindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse luchtvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Wegverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Railverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Pijpleidingen (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse scheepvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Diensten, afval, water en reparatie (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Woningen (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Landbouw (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Visserij (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Onbekend (PJ)","Finaal verbruik/Niet-energetisch gebruik/Totaal (PJ)","Finaal verbruik/Niet-energetisch gebruik/Nijverheid (exclusief de energiesector) (PJ)","Finaal verbruik/Niet-energetisch gebruik/Waarvan chemie en petrochemie (PJ)","Finaal verbruik/Niet-energetisch gebruik/Vervoer (PJ)","Finaal verbruik/Niet-energetisch gebruik/Overige afnemers (PJ)"
"Vliegtuigbenzine","1994","    -3.0","","     0.1","     2.9","    -3.0","     0.0","    -0.1","","    -3.0","     0.0","","     0.0","     3.2","","     3.2","    -3.2","","    -3.2","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1995","    -3.2","","     0.0","     3.2","    -3.0","     0.1","     0.1","","    -3.2","       .","","       .","     3.4","","     3.4","    -3.4","","    -3.4","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1996","    -2.9","","     0.0","     2.7","    -3.0","     0.1","    -0.2","","    -2.9","       .","","       .","     3.0","","     3.0","    -3.0","","    -3.0","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1997","    -2.6","","     0.0","     2.7","    -3.0","     0.1","     0.2","","    -2.6","     0.0","","     0.0","     2.8","","     2.8","    -2.8","","    -2.8","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1998","    -2.6","","     0.2","     2.7","    -3.0","     0.1","     0.0","","    -2.6","     0.0","","     0.0","     2.8","","     2.8","    -2.8","","    -2.8","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1999","    -2.5","","     0.0","     2.5","    -2.0","     0.1","     0.0","","    -2.5","     0.0","","     0.0","     2.7","","     2.7","    -2.7","","    -2.7","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2000","    -2.1","","       .","     1.9","    -2.0","     0.1","    -0.1","","    -2.1","     0.0","","     0.0","     2.3","","     2.3","    -2.2","","    -2.2","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2001","    -2.2","","     0.0","     2.1","    -2.0","     0.0","     0.0","","    -2.2","     0.0","","     0.0","     2.3","","     2.3","    -2.3","","    -2.3","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2002","    -1.6","","     0.4","     2.0","    -2.0","     0.1","     0.0","","    -1.6","     0.1","","     0.1","     1.9","","     1.9","    -1.7","","    -1.7","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2003","    -2.4","","       .","     2.3","    -2.0","     0.0","    -0.1","","    -2.4","     0.0","","     0.0","     2.5","","     2.5","    -2.5","","    -2.5","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2004","    -2.4","","     0.0","     2.5","    -2.0","     0.0","     0.1","","    -2.4","     0.0","","     0.0","     2.5","","     2.5","    -2.5","","    -2.5","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2005","    -1.6","","     0.0","     1.7","    -2.0","     0.0","     0.0","","    -1.6","     0.1","","     0.1","     1.8","","     1.8","    -1.7","","    -1.7","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2006","    -1.4","","     0.0","     1.4","    -1.0","       .","     0.0","","    -1.4","     0.0","","     0.0","     1.5","","     1.5","    -1.5","","    -1.5","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2007","    -3.4","","     0.4","     3.2","    -3.0","       .","    -0.6","","    -3.4","       .","","       .","     3.5","","     3.5","    -3.5","","    -3.5","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2008","    -2.8","","     0.0","     3.1","    -3.0","       .","     0.3","","    -2.8","       .","","       .","     2.9","","     2.9","    -2.9","","    -2.9","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2009","    -2.3","","     0.5","     2.7","    -2.0","       .","    -0.2","","    -2.3","       .","","       .","     2.4","","     2.4","    -2.4","","    -2.4","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2010","    -1.9","","     0.3","     2.6","    -2.0","       .","     0.4","","    -1.9","       .","","       .","     2.0","","     2.0","    -2.0","","    -2.0","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2011","    -1.5","","     0.9","     2.2","    -1.0","       .","    -0.1","","    -1.5","     0.1","","     0.1","     1.7","","     1.7","    -1.5","","    -1.5","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2012","    -2.1","","     0.0","     2.3","    -2.0","       .","     0.1","","    -2.1","","","","     2.2","","     2.2","    -2.2","","    -2.2","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2013","    -1.9","","       .","     2.0","    -2.0","       .","     0.1","","    -1.9","     0.0","","     0.0","     2.0","","     2.0","    -2.0","","    -2.0","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2014","    -2.6","","       .","     2.7","    -3.0","       .","     0.1","","    -2.6","       .","","       .","     2.7","","     2.7","    -2.7","","    -2.7","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","     0.1","     0.1","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2015","    -3.9","","       .","     3.8","    -4.0","       .","    -0.1","","    -3.9","     0.0","","     0.0","     3.9","","     3.9","    -3.9","","    -3.9","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2016","    -2.8","","       .","     2.9","    -3.0","       .","     0.0","","    -2.8","       .","","       .","     2.9","","     2.9","    -2.9","","    -2.9","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","2017**","    -2.8","","       .","     2.7","    -3.0","       .","    -0.1","","    -2.8","       .","","       .","     2.8","","     2.8","    -2.8","","    -2.8","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","     0.0","     0.0","","","","","","","","","","","","","","","",""
"Vliegtuigkerosine","1946","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1947","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1948","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1949","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1950","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1951","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1952","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1953","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1954","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1955","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
"Vliegtuigkerosine","1956","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","       .","","","","","       .","","","","",""
