"Energiedragers","Perioden","Energieaanbod/Totaal aanbod (TPES) (PJ)","Winning","Invoer","Uitvoer","Energieverbruik"
"Totaal aardoliegrondstoffen","1992","  2447.5","   153.1","  4216.6","  1869.7","  2447.5"
"Totaal aardoliegrondstoffen","1993","  2498.5","   152.1","  4240.0","  1921.0","  2498.5"
"Totaal aardoliegrondstoffen","1994","  2503.2","   198.7","  4252.7","  1931.3","  2503.2"
"Totaal aardoliegrondstoffen","1995","  2660.9","   160.2","  4225.0","  1736.8","  2660.9"
"Totaal aardoliegrondstoffen","1996","  2713.8","   145.7","  4489.3","  1916.4","  2713.8"
"Totaal aardoliegrondstoffen","1997","  2709.6","   139.9","  4486.2","  1913.7","  2709.6"
"Totaal aardoliegrondstoffen","1998","  2761.8","   126.7","  4597.2","  1923.3","  2761.8"
"Totaal aardoliegrondstoffen","1999","  2614.8","   120.8","  4325.1","  1883.8","  2614.8"
"Totaal aardoliegrondstoffen","2000","  2639.6","   112.2","  4413.8","  1856.8","  2639.6"
"Totaal aardoliegrondstoffen","2001","  2647.2","   106.5","  4375.4","  1801.3","  2647.2"
"Totaal aardoliegrondstoffen","2002","  2453.6","   140.2","  4260.3","  1973.8","  2453.6"
"Totaal aardoliegrondstoffen","2003","  2571.1","   141.1","  4443.7","  2051.8","  2571.1"
"Totaal aardoliegrondstoffen","2004","  2655.6","   128.4","  4566.1","  2029.4","  2655.6"
"Totaal aardoliegrondstoffen","2005","  2685.5","   106.3","  4559.1","  1958.7","  2685.5"
"Totaal aardoliegrondstoffen","2006","  2625.5","    95.6","  4467.2","  1908.9","  2625.5"
"Totaal aardoliegrondstoffen","2007","  2567.7","   119.2","  4407.9","  1934.2","  2567.7"
"Totaal aardoliegrondstoffen","2008","  2547.0","    99.1","  4447.6","  2015.5","  2547.0"
"Totaal aardoliegrondstoffen","2009","  2494.5","    81.8","  4238.8","  1814.9","  2494.5"
"Totaal aardoliegrondstoffen","2010","  2603.8","    68.6","  4421.6","  1892.0","  2603.8"
"Totaal aardoliegrondstoffen","2011","  2513.0","    70.2","  4105.9","  1752.0","  2513.0"
"Totaal aardoliegrondstoffen","2012","  2499.8","    71.1","  4383.3","  1887.8","  2499.8"
"Totaal aardoliegrondstoffen","2013","  2401.0","    74.6","  3985.9","  1670.3","  2401.0"
"Totaal aardoliegrondstoffen","2014","  2445.4","    90.0","  4246.5","  1875.6","  2445.4"
"Totaal aardoliegrondstoffen","2015","  2584.0","    86.5","  4463.4","  1923.8","  2584.0"
"Totaal aardoliegrondstoffen","2016","  2623.8","    67.8","  4417.8","  1883.8","  2623.8"
"Totaal aardoliegrondstoffen","2017**","  2622.4","    63.5","  4509.4","  1958.0","  2622.4"
"Ruwe aardolie","1946","       .","       .","       .","       .","       ."
"Ruwe aardolie","1947","       .","       .","       .","       .","       ."
"Ruwe aardolie","1948","       .","       .","       .","       .","       ."
"Ruwe aardolie","1949","       .","       .","       .","       .","       ."
"Ruwe aardolie","1950","       .","       .","       .","       .","       ."
"Ruwe aardolie","1951","       .","       .","       .","       .","       ."
"Ruwe aardolie","1952","       .","       .","       .","       .","       ."
"Ruwe aardolie","1953","       .","       .","       .","       .","       ."
"Ruwe aardolie","1954","       .","       .","       .","       .","       ."
"Ruwe aardolie","1955","       .","       .","       .","       .","       ."
"Ruwe aardolie","1956","       .","       .","       .","       .","       ."
"Ruwe aardolie","1957","       .","       .","       .","       .","       ."
"Ruwe aardolie","1958","       .","       .","       .","       .","       ."
"Ruwe aardolie","1959","       .","       .","       .","       .","       ."
"Ruwe aardolie","1960","       .","       .","       .","       .","       ."
"Ruwe aardolie","1961","       .","       .","       .","       .","       ."
"Ruwe aardolie","1962","       .","       .","       .","       .","       ."
"Ruwe aardolie","1963","       .","       .","       .","       .","       ."
"Ruwe aardolie","1964","       .","       .","       .","       .","       ."
"Ruwe aardolie","1965","       .","       .","       .","       .","       ."
"Ruwe aardolie","1966","       .","       .","       .","       .","       ."
"Ruwe aardolie","1967","       .","       .","       .","       .","       ."
"Ruwe aardolie","1968","       .","       .","       .","       .","       ."
"Ruwe aardolie","1969","       .","       .","       .","       .","       ."
"Ruwe aardolie","1970","       .","       .","       .","       .","       ."
"Ruwe aardolie","1971","       .","       .","       .","       .","       ."
"Ruwe aardolie","1972","       .","       .","       .","       .","       ."
"Ruwe aardolie","1973","       .","       .","       .","       .","       ."
"Ruwe aardolie","1974","       .","       .","       .","       .","       ."
"Ruwe aardolie","1975","       .","       .","       .","       .","       ."
"Ruwe aardolie","1976","       .","       .","       .","       .","       ."
"Ruwe aardolie","1977","       .","       .","       .","       .","       ."
"Ruwe aardolie","1978","       .","       .","       .","       .","       ."
"Ruwe aardolie","1979","       .","       .","       .","       .","       ."
"Ruwe aardolie","1980","       .","       .","       .","       .","       ."
"Ruwe aardolie","1981","       .","       .","       .","       .","       ."
"Ruwe aardolie","1982","       .","       .","       .","       .","       ."
"Ruwe aardolie","1983","       .","       .","       .","       .","       ."
"Ruwe aardolie","1984","       .","       .","       .","       .","       ."
"Ruwe aardolie","1985","       .","       .","       .","       .","       ."
"Ruwe aardolie","1986","       .","       .","       .","       .","       ."
"Ruwe aardolie","1987","       .","       .","       .","       .","       ."
"Ruwe aardolie","1988","       .","       .","       .","       .","       ."
"Ruwe aardolie","1989","       .","       .","       .","       .","       ."
"Ruwe aardolie","1990","  2037.6","   150.9","  3485.7","  1597.3","  2037.6"
"Ruwe aardolie","1991","  2209.2","   139.1","  3957.1","  1910.8","  2209.2"
"Ruwe aardolie","1992","  2293.9","   121.5","  4065.9","  1844.1","  2293.9"
"Ruwe aardolie","1993","  2316.3","   114.1","  4064.8","  1891.0","  2316.3"
"Ruwe aardolie","1994","  2293.0","   146.8","  4042.9","  1889.6","  2293.0"
"Ruwe aardolie","1995","  2404.6","   116.2","  4001.7","  1714.7","  2404.6"
"Ruwe aardolie","1996","  2444.9","    94.8","  4248.9","  1896.3","  2444.9"
"Ruwe aardolie","1997","  2443.1","    88.3","  4263.9","  1899.8","  2443.1"
"Ruwe aardolie","1998","  2513.6","    73.2","  4388.8","  1909.7","  2513.6"
"Ruwe aardolie","1999","  2346.3","    68.1","  4094.2","  1867.9","  2346.3"
"Ruwe aardolie","2000","  2348.2","    61.6","  4156.7","  1843.2","  2348.2"
"Ruwe aardolie","2001","  2334.7","    58.5","  4092.8","  1787.2","  2334.7"
"Ruwe aardolie","2002","  2061.7","    95.3","  3901.4","  1963.5","  2061.7"
"Ruwe aardolie","2003","  2156.3","    98.4","  4045.8","  2035.0","  2156.3"
"Ruwe aardolie","2004","  2254.5","    89.9","  4187.1","  2002.5","  2254.5"
"Ruwe aardolie","2005","  2243.7","    63.7","  4127.7","  1927.9","  2243.7"
"Ruwe aardolie","2006","  2086.9","    57.6","  3937.6","  1879.9","  2086.9"
"Ruwe aardolie","2007","  2129.7","    88.3","  3949.5","  1894.7","  2129.7"
"Ruwe aardolie","2008","  2147.7","    73.9","  4052.1","  1988.6","  2147.7"
"Ruwe aardolie","2009","  2054.8","    56.0","  3795.7","  1783.4","  2054.8"
"Ruwe aardolie","2010","  2213.7","    43.5","  4005.7","  1849.2","  2213.7"
"Ruwe aardolie","2011","  2146.2","    46.1","  3742.2","  1719.2","  2146.2"
"Ruwe aardolie","2012","  2149.9","    47.4","  4032.6","  1866.9","  2149.9"
"Ruwe aardolie","2013","  2037.1","    47.9","  3642.6","  1657.8","  2037.1"
"Ruwe aardolie","2014","  2125.6","    65.1","  3923.9","  1851.0","  2125.6"
"Ruwe aardolie","2015","  2254.0","    59.6","  4111.5","  1880.4","  2254.0"
"Ruwe aardolie","2016","  2322.5","    40.8","  4101.8","  1841.8","  2322.5"
"Ruwe aardolie","2017**","  2285.5","    40.6","  4175.3","  1929.4","  2285.5"
"Aardgascondensaat","1946","       .","       .","       .","       .","       ."
"Aardgascondensaat","1947","       .","       .","       .","       .","       ."
"Aardgascondensaat","1948","       .","       .","       .","       .","       ."
"Aardgascondensaat","1949","       .","       .","       .","       .","       ."
"Aardgascondensaat","1950","       .","       .","       .","       .","       ."
"Aardgascondensaat","1951","       .","       .","       .","       .","       ."
"Aardgascondensaat","1952","       .","       .","       .","       .","       ."
"Aardgascondensaat","1953","       .","       .","       .","       .","       ."
"Aardgascondensaat","1954","       .","       .","       .","       .","       ."
"Aardgascondensaat","1955","       .","       .","       .","       .","       ."
"Aardgascondensaat","1956","       .","       .","       .","       .","       ."
"Aardgascondensaat","1957","       .","       .","       .","       .","       ."
"Aardgascondensaat","1958","       .","       .","       .","       .","       ."
"Aardgascondensaat","1959","       .","       .","       .","       .","       ."
"Aardgascondensaat","1960","       .","       .","       .","       .","       ."
"Aardgascondensaat","1961","       .","       .","       .","       .","       ."
"Aardgascondensaat","1962","       .","       .","       .","       .","       ."
"Aardgascondensaat","1963","       .","       .","       .","       .","       ."
"Aardgascondensaat","1964","       .","       .","       .","       .","       ."
"Aardgascondensaat","1965","       .","       .","       .","       .","       ."
"Aardgascondensaat","1966","       .","       .","       .","       .","       ."
"Aardgascondensaat","1967","       .","       .","       .","       .","       ."
"Aardgascondensaat","1968","       .","       .","       .","       .","       ."
"Aardgascondensaat","1969","       .","       .","       .","       .","       ."
"Aardgascondensaat","1970","       .","       .","       .","       .","       ."
"Aardgascondensaat","1971","       .","       .","       .","       .","       ."
"Aardgascondensaat","1972","       .","       .","       .","       .","       ."
"Aardgascondensaat","1973","       .","       .","       .","       .","       ."
"Aardgascondensaat","1974","       .","       .","       .","       .","       ."
"Aardgascondensaat","1975","       .","       .","       .","       .","       ."
"Aardgascondensaat","1976","       .","       .","       .","       .","       ."
"Aardgascondensaat","1977","       .","       .","       .","       .","       ."
"Aardgascondensaat","1978","       .","       .","       .","       .","       ."
"Aardgascondensaat","1979","       .","       .","       .","       .","       ."
"Aardgascondensaat","1980","       .","       .","       .","       .","       ."
"Aardgascondensaat","1981","       .","       .","       .","       .","       ."
"Aardgascondensaat","1982","       .","       .","       .","       .","       ."
"Aardgascondensaat","1983","       .","       .","       .","       .","       ."
"Aardgascondensaat","1984","       .","       .","       .","       .","       ."
"Aardgascondensaat","1985","       .","       .","       .","       .","       ."
"Aardgascondensaat","1986","       .","       .","       .","       .","       ."
"Aardgascondensaat","1987","       .","       .","       .","       .","       ."
"Aardgascondensaat","1988","       .","       .","       .","       .","       ."
"Aardgascondensaat","1989","       .","       .","       .","       .","       ."
"Aardgascondensaat","1990","   161.0","    19.5","   156.0","    16.0","   161.0"
"Aardgascondensaat","1991","   154.4","    20.3","   144.8","    10.2","   154.4"
"Aardgascondensaat","1992","   148.7","    21.1","   138.6","     8.9","   148.7"
"Aardgascondensaat","1993","   175.3","    25.4","   160.5","     9.2","   175.3"
"Aardgascondensaat","1994","   198.8","    37.6","   180.1","    13.0","   198.8"
"Aardgascondensaat","1995","   248.6","    33.3","   212.9","     4.2","   248.6"
"Aardgascondensaat","1996","   259.7","    38.9","   228.0","     6.3","   259.7"
"Aardgascondensaat","1997","   256.4","    37.6","   214.9","     2.0","   256.4"
"Aardgascondensaat","1998","   240.2","    41.9","   200.2","     1.0","   240.2"
"Aardgascondensaat","1999","   261.4","    41.4","   221.2","     2.4","   261.4"
"Aardgascondensaat","2000","   280.4","    40.0","   244.5","     1.4","   280.4"
"Aardgascondensaat","2001","   302.0","    39.3","   265.6","     0.0","   302.0"
"Aardgascondensaat","2002","   378.9","    37.0","   344.7","     0.0","   378.9"
"Aardgascondensaat","2003","   397.8","    34.0","   372.5","     0.5","   397.8"
"Aardgascondensaat","2004","   376.3","    34.5","   347.6","    18.6","   376.3"
"Aardgascondensaat","2005","   414.5","    34.4","   403.1","    21.4","   414.5"
"Aardgascondensaat","2006","   507.3","    29.7","   490.3","    15.2","   507.3"
"Aardgascondensaat","2007","   418.3","    22.3","   416.2","    12.3","   418.3"
"Aardgascondensaat","2008","   379.2","    18.8","   358.7","     7.9","   379.2"
"Aardgascondensaat","2009","   427.9","    17.3","   420.2","     8.5","   427.9"
"Aardgascondensaat","2010","   377.4","    17.3","   381.0","     9.2","   377.4"
"Aardgascondensaat","2011","   351.7","    16.8","   334.5","     9.1","   351.7"
"Aardgascondensaat","2012","   336.1","    15.6","   328.7","     5.6","   336.1"
"Aardgascondensaat","2013","   342.6","    17.5","   315.9","     1.2","   342.6"
"Aardgascondensaat","2014","   297.5","    16.5","   293.3","     7.5","   297.5"
"Aardgascondensaat","2015","   306.3","    17.7","   322.9","    30.7","   306.3"
"Aardgascondensaat","2016","   278.9","    12.8","   289.9","    24.3","   278.9"
"Aardgascondensaat","2017**","   320.3","    10.6","   313.2","    10.1","   320.3"
"Additieven","1946","       .","       .","       .","       .","       ."
"Additieven","1947","       .","       .","       .","       .","       ."
"Additieven","1948","       .","       .","       .","       .","       ."
"Additieven","1949","       .","       .","       .","       .","       ."
"Additieven","1950","       .","       .","       .","       .","       ."
"Additieven","1951","       .","       .","       .","       .","       ."
"Additieven","1952","       .","       .","       .","       .","       ."
"Additieven","1953","       .","       .","       .","       .","       ."
"Additieven","1954","       .","       .","       .","       .","       ."
"Additieven","1955","       .","       .","       .","       .","       ."
"Additieven","1956","       .","       .","       .","       .","       ."
"Additieven","1957","       .","       .","       .","       .","       ."
"Additieven","1958","       .","       .","       .","       .","       ."
"Additieven","1959","       .","       .","       .","       .","       ."
"Additieven","1960","       .","       .","       .","       .","       ."
"Additieven","1961","       .","       .","       .","       .","       ."
"Additieven","1962","       .","       .","       .","       .","       ."
"Additieven","1963","       .","       .","       .","       .","       ."
"Additieven","1964","       .","       .","       .","       .","       ."
"Additieven","1965","       .","       .","       .","       .","       ."
"Additieven","1966","       .","       .","       .","       .","       ."
"Additieven","1967","       .","       .","       .","       .","       ."
"Additieven","1968","       .","       .","       .","       .","       ."
"Additieven","1969","       .","       .","       .","       .","       ."
"Additieven","1970","       .","       .","       .","       .","       ."
"Additieven","1971","       .","       .","       .","       .","       ."
"Additieven","1972","       .","       .","       .","       .","       ."
"Additieven","1973","       .","       .","       .","       .","       ."
"Additieven","1974","       .","       .","       .","       .","       ."
"Additieven","1975","       .","       .","       .","       .","       ."
"Additieven","1976","       .","       .","       .","       .","       ."
"Additieven","1977","       .","       .","       .","       .","       ."
"Additieven","1978","       .","       .","       .","       .","       ."
"Additieven","1979","       .","       .","       .","       .","       ."
"Additieven","1980","       .","       .","       .","       .","       ."
"Additieven","1981","       .","       .","       .","       .","       ."
"Additieven","1982","       .","       .","       .","       .","       ."
"Additieven","1983","       .","       .","       .","       .","       ."
"Additieven","1984","       .","       .","       .","       .","       ."
"Additieven","1985","       .","       .","       .","       .","       ."
"Additieven","1986","       .","       .","       .","       .","       ."
"Additieven","1987","       .","       .","       .","       .","       ."
"Additieven","1988","       .","       .","       .","       .","       ."
"Additieven","1989","       .","       .","       .","       .","       ."
"Additieven","1990","     7.9","     4.4","     9.4","     5.2","     7.9"
"Additieven","1991","    10.6","     9.4","    19.0","    17.8","    10.6"
"Additieven","1992","     4.9","    10.5","    12.2","    16.7","     4.9"
"Additieven","1993","     5.4","    11.1","    14.7","    20.8","     5.4"
"Additieven","1994","    10.1","    13.0","    29.6","    28.6","    10.1"
"Additieven","1995","     5.8","     8.8","    10.5","    17.8","     5.8"
"Additieven","1996","     5.6","     8.4","    12.4","    13.8","     5.6"
"Additieven","1997","     6.0","     9.9","     7.5","    11.9","     6.0"
"Additieven","1998","     4.8","     8.4","     8.2","    12.6","     4.8"
"Additieven","1999","     5.2","     9.4","     9.7","    13.5","     5.2"
"Additieven","2000","     8.8","     8.5","    12.6","    12.2","     8.8"
"Additieven","2001","     8.4","     6.6","    17.0","    14.2","     8.4"
"Additieven","2002","    10.7","     5.7","    14.2","    10.3","    10.7"
"Additieven","2003","    17.0","     8.7","    25.4","    16.4","    17.0"
"Additieven","2004","    24.7","     3.9","    31.4","     8.3","    24.7"
"Additieven","2005","    27.2","     8.2","    28.4","     9.4","    27.2"
"Additieven","2006","    31.3","     8.3","    39.2","    13.9","    31.3"
"Additieven","2007","    19.8","     8.6","    42.1","    27.3","    19.8"
"Additieven","2008","    20.1","     6.4","    36.8","    19.1","    20.1"
"Additieven","2009","    11.8","     8.6","    22.9","    23.0","    11.8"
"Additieven","2010","    12.6","     7.7","    34.9","    33.6","    12.6"
"Additieven","2011","    15.1","     7.2","    29.2","    23.7","    15.1"
"Additieven","2012","    13.8","     8.1","    22.0","    15.3","    13.8"
"Additieven","2013","    21.2","     9.2","    27.4","    11.3","    21.2"
"Additieven","2014","    22.3","     8.3","    29.3","    17.2","    22.3"
"Additieven","2015","    23.6","     9.2","    29.0","    12.7","    23.6"
"Additieven","2016","    22.4","    14.1","    26.1","    17.7","    22.4"
"Additieven","2017**","    16.5","    12.2","    20.9","    18.4","    16.5"
"Overige aardoliegrondstoffen","1946","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1947","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1948","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1949","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1950","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1951","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1952","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1953","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1954","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1955","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1956","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1957","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1958","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1959","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1960","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1961","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1962","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1963","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1964","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1965","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1966","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1967","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1968","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1969","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1970","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1971","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1972","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1973","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1974","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1975","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1976","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1977","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1978","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1979","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1980","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1981","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1982","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1983","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1984","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1985","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1986","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1987","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1988","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1989","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1990","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1991","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1992","       .","       .","","","       ."
"Overige aardoliegrondstoffen","1993","     1.5","     1.5","","","     1.5"
"Overige aardoliegrondstoffen","1994","     1.4","     1.4","","","     1.4"
"Overige aardoliegrondstoffen","1995","     1.9","     1.9","","","     1.9"
"Overige aardoliegrondstoffen","1996","     3.6","     3.6","","","     3.6"
"Overige aardoliegrondstoffen","1997","     4.1","     4.1","","","     4.1"
"Overige aardoliegrondstoffen","1998","     3.2","     3.2","","","     3.2"
"Overige aardoliegrondstoffen","1999","     1.9","     1.9","","","     1.9"
"Overige aardoliegrondstoffen","2000","     2.1","     2.1","","","     2.1"
"Overige aardoliegrondstoffen","2001","     2.1","     2.1","","","     2.1"
"Overige aardoliegrondstoffen","2002","     2.1","     2.1","","","     2.1"
"Overige aardoliegrondstoffen","2003","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2004","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2005","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2006","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2007","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2008","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2009","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2010","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2011","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2012","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2013","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2014","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2015","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2016","       .","       .","","","       ."
"Overige aardoliegrondstoffen","2017**","       .","       .","","","       ."
"Totaal aardolieproducten","1946","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1947","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1948","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1949","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1950","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1951","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1952","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1953","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1954","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1955","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1956","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1957","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1958","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1959","       .","       .","       .","       .","       ."
"Totaal aardolieproducten","1960","  -411.0","       .","       .","       .","  -411.0"
"Totaal aardolieproducten","1961","  -401.0","       .","       .","       .","  -401.0"
"Totaal aardolieproducten","1962","  -451.0","       .","       .","       .","  -451.0"
"Totaal aardolieproducten","1963","  -402.0","       .","       .","       .","  -402.0"
"Totaal aardolieproducten","1964","  -456.0","       .","       .","       .","  -456.0"
"Totaal aardolieproducten","1965","  -468.0","       .","       .","       .","  -468.0"
"Totaal aardolieproducten","1966","  -541.0","       .","       .","       .","  -541.0"
"Totaal aardolieproducten","1967","  -575.0","       .","       .","       .","  -575.0"
"Totaal aardolieproducten","1968","  -678.0","       .","       .","       .","  -678.0"
"Totaal aardolieproducten","1969"," -1150.0","       .","       .","       ."," -1150.0"
"Totaal aardolieproducten","1970"," -1487.0","       .","       .","       ."," -1487.0"
"Totaal aardolieproducten","1971"," -1467.0","       .","       .","       ."," -1467.0"
"Totaal aardolieproducten","1972"," -1760.0","       .","       .","       ."," -1760.0"
"Totaal aardolieproducten","1973"," -1875.0","       .","       .","       ."," -1875.0"
"Totaal aardolieproducten","1974"," -1633.0","       .","       .","       ."," -1633.0"
"Totaal aardolieproducten","1975"," -1463.0","       .","   418.0","  1410.0"," -1463.0"
"Totaal aardolieproducten","1976"," -1648.0","       .","   436.0","  1547.0"," -1647.0"
"Totaal aardolieproducten","1977"," -1504.0","       .","   408.0","  1376.0"," -1505.0"
"Totaal aardolieproducten","1978"," -1313.0","       .","   583.0","  1365.0"," -1313.0"
"Totaal aardolieproducten","1979"," -1285.0","       .","   821.0","  1622.0"," -1285.0"
"Totaal aardolieproducten","1980","  -986.0","       .","  1215.0","  1751.0","  -986.0"
"Totaal aardolieproducten","1981","  -635.0","       .","  1401.0","  1705.0","  -635.0"
"Totaal aardolieproducten","1982","  -767.0","       .","  1551.0","  1957.0","  -767.0"
"Totaal aardolieproducten","1983","  -990.0","       .","  1562.0","  2156.0","  -990.0"
"Totaal aardolieproducten","1984"," -1203.0","       .","  1376.0","  2214.0"," -1203.0"
"Totaal aardolieproducten","1985"," -1008.0","       .","  1573.0","  2185.0"," -1009.0"
"Totaal aardolieproducten","1986"," -1244.0","       .","  1686.0","  2406.0"," -1244.0"
"Totaal aardolieproducten","1987"," -1310.0","       .","  1461.0","  2389.0"," -1310.0"
"Totaal aardolieproducten","1988"," -1379.0","       .","  1477.0","  2340.0"," -1379.0"
"Totaal aardolieproducten","1989"," -1385.0","       .","  1636.0","  2497.0"," -1385.0"
"Totaal aardolieproducten","1990"," -1148.4","     0.3","  1706.6","  2344.4"," -1158.1"
"Totaal aardolieproducten","1991"," -1325.0","     0.2","  1556.3","  2315.3"," -1339.9"
"Totaal aardolieproducten","1992"," -1385.6","     0.1","  1339.2","  2195.9"," -1400.9"
"Totaal aardolieproducten","1993"," -1427.3","     0.8","  1408.5","  2280.5"," -1438.5"
"Totaal aardolieproducten","1994"," -1410.9","     0.6","  1302.1","  2142.1"," -1420.7"
"Totaal aardolieproducten","1995"," -1539.5","     2.1","  1207.9","  2258.8"," -1551.9"
"Totaal aardolieproducten","1996"," -1564.8","     1.5","  1299.7","  2279.4"," -1579.3"
"Totaal aardolieproducten","1997"," -1559.4","     1.5","  1513.2","  2432.0"," -1573.4"
"Totaal aardolieproducten","1998"," -1604.7","     1.8","  1425.9","  2395.9"," -1617.0"
"Totaal aardolieproducten","1999"," -1458.7","     1.5","  1513.6","  2383.1"," -1465.0"
"Totaal aardolieproducten","2000"," -1480.9","     2.6","  1813.2","  2551.9"," -1488.9"
"Totaal aardolieproducten","2001"," -1458.7","     2.1","  1874.4","  2628.0"," -1470.3"
"Totaal aardolieproducten","2002"," -1234.3","     2.0","  2078.3","  2603.5"," -1244.7"
"Totaal aardolieproducten","2003"," -1265.3","     1.0","  2022.4","  2580.6"," -1276.0"
"Totaal aardolieproducten","2004"," -1349.9","     0.8","  2349.3","  2907.4"," -1359.0"
"Totaal aardolieproducten","2005"," -1381.7","     0.9","  2610.2","  3157.1"," -1392.9"
"Totaal aardolieproducten","2006"," -1311.2","     2.2","  2912.6","  3358.7"," -1322.6"
"Totaal aardolieproducten","2007"," -1247.9","     5.8","  2761.9","  3177.1"," -1256.5"
"Totaal aardolieproducten","2008"," -1312.1","     5.6","  2958.7","  3365.1"," -1319.8"
"Totaal aardolieproducten","2009"," -1289.4","     3.7","  3252.3","  3769.0"," -1291.6"
"Totaal aardolieproducten","2010"," -1347.0","     6.1","  3546.2","  4203.4"," -1352.0"
"Totaal aardolieproducten","2011"," -1309.1","     6.7","  3564.0","  4156.2"," -1312.1"
"Totaal aardolieproducten","2012"," -1282.5","    12.0","  3744.4","  4290.1"," -1287.7"
"Totaal aardolieproducten","2013"," -1259.8","    12.0","  3719.3","  4289.0"," -1251.4"
"Totaal aardolieproducten","2014"," -1316.3","    19.7","  3601.2","  4226.8"," -1306.5"
"Totaal aardolieproducten","2015"," -1449.5","    19.5","  3995.2","  4706.4"," -1440.2"
"Totaal aardolieproducten","2016"," -1449.5","    17.8","  3948.2","  4781.6"," -1441.9"
"Totaal aardolieproducten","2017**"," -1435.3","    18.3","  3835.1","  4712.5"," -1426.5"
"Restgassen uit olie","1946","       .","       .","","","       ."
"Restgassen uit olie","1947","       .","       .","","","       ."
"Restgassen uit olie","1948","       .","       .","","","       ."
"Restgassen uit olie","1949","       .","       .","","","       ."
"Restgassen uit olie","1950","       .","       .","","","       ."
"Restgassen uit olie","1951","       .","       .","","","       ."
"Restgassen uit olie","1952","       .","       .","","","       ."
"Restgassen uit olie","1953","       .","       .","","","       ."
