"Energy carriers,""Periods"",""Total offer"",""Production"",""Import"",""Export"",""Import balance"",""Bunkering"",""Energy offer/Stock mutation (PJ)"",""Statistical Differences (PJ)"",""Total energy use"",""Energieomzetting/Inzet energie voor omzetting/Totaal inzet (PJ)"",""Energieomzetting/Inzet energie voor omzetting/Inzet Electricity/WKK-omzetting (PJ)"",""Energieomzetting/Inzet energie voor omzetting/Inzet andere omzetting (PJ)"",""Energieomzetting/Productie energie uit omzetting/Totaal productie (PJ)"",""Energieomzetting/Productie energie uit omzetting/Productie Electricity/WKK-omzetting (PJ)"",""Energieomzetting/Productie energie uit omzetting/Productie andere omzetting (PJ)"",""Energieomzetting/Saldo inzet-productie energie/Totaal saldo energieomzetting (PJ)"",""Energieomzetting/Saldo inzet-productie energie/Saldo Electricity/WKK-omzetting (PJ)"",""Energieomzetting/Saldo inzet-productie energie/Saldo andere omzetting (PJ)"",""Eigen verbruik energiesector/Totaal (PJ)"",""Eigen verbruik energiesector/Olie- en gaswinning (PJ)"",""Eigen verbruik energiesector/Cokesfabrieken (PJ)"",""Eigen verbruik energiesector/Raffinaderijen (PJ)"",""Eigen verbruik energiesector/Totaal energiebedrijven (PJ)"",""Verliezen bij distributie (PJ)"",""Finaal verbruik/Totaal finaal verbruik (PJ)"",""Finaal verbruik/Finaal energieverbruik/Totaal (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Totaal (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/IJzer- en staalindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Chemie en farmaceutische industrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Non-ferrometalenindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwmaterialenindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Transportmiddelenindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Metaalproducten en machine-industrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Delfstoffenwinning (geen olie en gas) (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Voedings- en genotmiddelenindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Papier- en grafische industrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Houtindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwnijverheid (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Textiel-, kleding- en lederindustrie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Onbekend (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Totaal (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse luchtvaart (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Wegverkeer (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Railverkeer (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Pijpleidingen (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse scheepvaart (PJ)"",""Finaal verbruik/Finaal energieverbruik/Vervoer/Onbekend (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Totaal (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Diensten, afval, water en reparatie (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Woningen (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Landbouw (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Visserij (PJ)"",""Finaal verbruik/Finaal energieverbruik/Overige afnemers/Onbekend (PJ)"",""Finaal verbruik/Niet-energetisch gebruik/Totaal (PJ)"",""Finaal verbruik/Niet-energetisch gebruik/Nijverheid (exclusief de energiesector) (PJ)"",""Finaal verbruik/Niet-energetisch gebruik/Waarvan chemie en petrochemie (PJ)"",""Finaal verbruik/Niet-energetisch gebruik/Vervoer (PJ)"",""Finaal verbruik/Niet-energetisch gebruik/Overige afnemers (PJ)"""
"Total energy carriers,""1956"",""       ."",""       ."",""       ."",""       ."",""   549.0"",""   129.0"",""    -5.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1957"",""       ."",""       ."",""       ."",""       ."",""   540.0"",""   120.0"",""   -41.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1958"",""       ."",""       ."",""       ."",""       ."",""   520.0"",""   121.0"",""   -25.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1959"",""       ."",""       ."",""       ."",""       ."",""   498.0"",""   115.0"",""     4.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1960"",""       ."",""       ."",""       ."",""       ."",""   584.0"",""   126.0"",""    29.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1961"",""       ."",""       ."",""       ."",""       ."",""   708.0"",""   170.0"",""   -28.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1962"",""       ."",""       ."",""       ."",""       ."",""   780.0"",""   183.0"",""    33.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1963"",""       ."",""       ."",""       ."",""       ."",""   913.0"",""   188.0"",""     3.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1964"",""       ."",""       ."",""       ."",""       ."",""  1039.0"",""   214.0"",""   -46.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1965"",""       ."",""       ."",""       ."",""       ."",""  1080.0"",""   243.0"",""   -15.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1966"",""       ."",""       ."",""       ."",""       ."",""  1151.0"",""   244.0"",""   -39.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1967"",""       ."",""       ."",""       ."",""       ."",""  1193.0"",""   259.0"",""   -40.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1968"",""       ."",""       ."",""       ."",""       ."",""  1199.0"",""   319.0"",""    27.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1969"",""       ."",""       ."",""       ."",""       ."",""  1250.0"",""   392.0"",""   -13.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1970"",""  2016.0"",""  1225.0"",""       ."",""       ."",""  1255.0"",""   423.0"",""   -41.0"",""       ."",""  2016.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1971"",""  2144.0"",""  1584.0"",""       ."",""       ."",""   956.0"",""   442.0"",""    46.0"",""       ."",""  2144.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1972"",""  2451.0"",""  2023.0"",""       ."",""       ."",""   903.0"",""   537.0"",""    61.0"",""       ."",""  2451.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1973"",""  2617.0"",""  2401.0"",""       ."",""       ."",""   952.0"",""   567.0"",""  -169.0"",""       ."",""  2617.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1974"",""  2579.0"",""  2819.0"",""       ."",""       ."",""   135.0"",""   460.0"",""    85.0"",""       ."",""  2579.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."""
"Total energy carriers,""1975"",""  2482.0"",""  3023.0"",""  4681.0"",""  4754.0"",""   -73.0"",""   507.0"",""    39.0"",""       ."",""  2482.0"",""       ."",""   673.0"",""       ."",""       ."",""   333.0"",""       ."",""   345.0"",""   339.0"",""     6.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""  2136.0"",""  1773.0"",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."","""",""       ."","""",""       ."",""       ."",""       ."",""       ."",""       ."",""       ."",""   363.0"",""       ."",""       ."",""       ."",""       ."""
